image,type,kernel_size,time
16,mean,3,0.0170297
16,highlight,3,0.0169963
24,median,3,0.0757855
24,mean,3,0.0169637
24,highlight,3,0.016905
4,median,3,0.0742311
4,mean,3,0.0252384
21,median,3,0.073526
4,highlight,3,0.0175298
21,mean,3,0.0169916
21,highlight,3,0.0170016
13,median,3,0.31936
13,mean,3,0.0686162
13,highlight,3,0.06933
23,median,5,0.26514
2,median,5,0.255976
23,mean,5,0.0484236
2,mean,5,0.0495812
23,highlight,5,0.050696
2,highlight,5,0.0401393
15,median,3,0.313834
15,mean,3,0.0677303
image,median,5,0.248007
17,median,5,0.266859
image,mean,5,0.0396058
17,mean,5,0.0399552
15,highlight,3,0.0688172
image,highlight,5,0.0430206
17,highlight,5,0.0474781
3,median,5,0.0643776
3,mean,5,0.00994083
3,highlight,5,0.0098992
20,median,5,0.271704
7,median,3,0.312383
20,mean,5,0.039449
8,median,5,0.268272
20,highlight,5,0.0392413
7,mean,3,0.0673673
8,mean,5,0.0394726
14,median,5,0.0373108
14,mean,5,0.00989751
14,highlight,5,0.0100848
7,highlight,3,0.0671902
8,highlight,5,0.0398882
saltpepper1,median,5,0.261485
22,median,5,0.260504
9,median,5,0.263789
saltpepper1,mean,5,0.0394583
22,mean,5,0.040257
9,mean,5,0.0396895
saltpepper1,highlight,5,0.0397417
22,highlight,5,0.0394528
9,highlight,5,0.03935
18,median,5,0.236185
18,mean,5,0.0393454
6,median,5,0.261817
1,median,5,0.267289
18,highlight,5,0.039688
6,mean,5,0.0393245
1,mean,5,0.0396069
6,highlight,5,0.0395899
1,highlight,5,0.0393584
16,median,5,0.230396
16,mean,5,0.0403281
12,median,5,0.262655
24,median,5,0.270444
16,highlight,5,0.0400871
12,mean,5,0.0397192
24,mean,5,0.0397942
12,highlight,5,0.0396993
24,highlight,5,0.039479
4,median,5,0.260984
4,mean,5,0.0400565
0,median,5,0.256709
21,median,5,0.251318
4,highlight,5,0.039919
0,mean,5,0.0395396
21,mean,5,0.0395974
0,highlight,5,0.0395717
21,highlight,5,0.0395583
5,median,5,0.260194
5,mean,5,0.0396801
5,highlight,5,0.0395152
23,median,7,0.577334
2,median,7,0.579763
23,mean,7,0.0752351
2,mean,7,0.0755843
23,highlight,7,0.0741056
2,highlight,7,0.0754733
17,median,7,0.577818
image,median,7,0.547225
17,mean,7,0.0744819
image,mean,7,0.0739173
17,highlight,7,0.0742358
image,highlight,7,0.0782731
13,median,5,1.11944
3,median,7,0.14457
3,mean,7,0.0199156
3,highlight,7,0.0184818
13,mean,5,0.158625
13,highlight,5,0.166196
20,median,7,0.576566
20,mean,7,0.0745089
20,highlight,7,0.0737149
14,median,7,0.0924565
8,median,7,0.591432
14,mean,7,0.0200183
14,highlight,7,0.0188024
8,mean,7,0.077876
8,highlight,7,0.0747029
saltpepper1,median,7,0.590733
15,median,5,1.05911
saltpepper1,mean,7,0.0754528
saltpepper1,highlight,7,0.0761347
15,mean,5,0.161574
9,median,7,0.655675
9,mean,7,0.0745238
9,highlight,7,0.0842653
15,highlight,5,0.178723
18,median,7,0.53632
18,mean,7,0.0736485
18,highlight,7,0.0749098
6,median,7,0.595038
6,mean,7,0.0876045
6,highlight,7,0.0753578
16,median,7,0.535733
16,mean,7,0.0748602
7,median,5,1.13787
16,highlight,7,0.0899137
7,mean,5,0.236379
24,median,7,0.696252
24,mean,7,0.0753211
7,highlight,5,0.159215
24,highlight,7,0.0740779
4,median,7,0.607223
4,mean,7,0.0743257
4,highlight,7,0.0830688
22,median,7,0.601295
21,median,7,0.572105
21,mean,7,0.0744664
22,mean,7,0.12007
21,highlight,7,0.082205
22,highlight,7,0.108753
1,median,7,0.5829
1,mean,7,0.0736185
23,median,9,1.11923
1,highlight,7,0.0754955
23,mean,9,0.118376
23,highlight,9,0.125282
2,median,9,1.0289
2,mean,9,0.118379
2,highlight,9,0.11943
12,median,7,0.583555
12,mean,7,0.0818409
12,highlight,7,0.0811948
17,median,9,1.01574
0,median,7,0.58703
17,mean,9,0.120483
0,mean,7,0.0831224
image,median,9,0.969572
17,highlight,9,0.120199
0,highlight,7,0.0825931
image,mean,9,0.121474
image,highlight,9,0.135763
3,median,9,0.264028
3,mean,9,0.0298817
3,highlight,9,0.0297914
5,median,7,0.585455
5,mean,7,0.0736173
5,highlight,7,0.0737049
20,median,9,1.01706
20,mean,9,0.117797
20,highlight,9,0.117994
14,median,9,0.160107
14,mean,9,0.0295003
14,highlight,9,0.0298225
8,median,9,1.03784
8,mean,9,0.136273
8,highlight,9,0.120575
saltpepper1,median,9,1.06202
saltpepper1,mean,9,0.131719
saltpepper1,highlight,9,0.120461
9,median,9,1.06941
9,mean,9,0.120065
9,highlight,9,0.119156
13,median,7,2.44149
13,mean,7,0.305721
18,median,9,0.925601
13,highlight,7,0.300039
18,mean,9,0.119686
18,highlight,9,0.135202
6,median,9,1.08634
6,mean,9,0.119222
6,highlight,9,0.121053
16,median,9,0.826169
16,mean,9,0.119111
16,highlight,9,0.118857
24,median,9,1.04349
24,mean,9,0.1183
24,highlight,9,0.137862
4,median,9,1.04475
15,median,7,2.36802
4,mean,9,0.119636
4,highlight,9,0.12094
15,mean,7,0.314848
21,median,9,0.989953
15,highlight,7,0.297958
21,mean,9,0.119633
21,highlight,9,0.120008
23,median,11,1.62173
23,mean,11,0.176422
23,highlight,11,0.177949
2,median,11,1.60695
2,mean,11,0.175782
2,highlight,11,0.175644
7,median,7,2.40022
7,mean,7,0.294545
7,highlight,7,0.312301
17,median,11,1.57553
17,mean,11,0.190941
17,highlight,11,0.174601
image,median,11,1.49981
image,mean,11,0.193726
22,median,9,0.984245
image,highlight,11,0.176616
22,mean,9,0.119176
22,highlight,9,0.125877
3,median,11,0.421431
3,mean,11,0.0438879
3,highlight,11,0.0436065
20,median,11,1.58362
20,mean,11,0.176489
1,median,9,1.07182
20,highlight,11,0.183878
1,mean,9,0.138553
1,highlight,9,0.119091
14,median,11,0.243368
14,mean,11,0.0437512
14,highlight,11,0.0504868
8,median,11,1.65369
8,mean,11,0.175988
12,median,9,0.998735
8,highlight,11,0.18566
12,mean,9,0.122203
12,highlight,9,0.118863
saltpepper1,median,11,1.66567
saltpepper1,mean,11,0.185048
saltpepper1,highlight,11,0.174782
0,median,9,1.01915
0,mean,9,0.120346
0,highlight,9,0.138474
9,median,11,1.66518
9,mean,11,0.176669
9,highlight,11,0.183966
5,median,9,1.01769
18,median,11,1.43347
5,mean,9,0.117723
5,highlight,9,0.119532
18,mean,11,0.184269
18,highlight,11,0.200204
6,median,11,1.64694
6,mean,11,0.184529
6,highlight,11,0.174308
16,median,11,1.2793
16,mean,11,0.178707
16,highlight,11,0.174947
24,median,11,1.63776
24,mean,11,0.186669
24,highlight,11,0.176477
4,median,11,1.6476
4,mean,11,0.179436
4,highlight,11,0.174872
23,rotate,0,0.116887
23,schear,0,0.118265
17,rotate,0,0.133599
13,median,9,4.3375
17,schear,0,0.1175
20,rotate,0,0.11739
20,schear,0,0.11774
14,rotate,0,0.0334801
14,schear,0,0.039618
saltpepper1,rotate,0,0.11709
21,median,11,1.53837
13,mean,9,0.495212
saltpepper1,schear,0,0.117457
21,mean,11,0.174111
18,rotate,0,0.117035
18,schear,0,0.117581
21,highlight,11,0.183249
16,rotate,0,0.135507
2,rotate,0,0.124189
13,highlight,9,0.484707
16,schear,0,0.117314
2,schear,0,0.118471
4,rotate,0,0.116846
image,rotate,0,0.118374
4,schear,0,0.133857
image,schear,0,0.130678
3,rotate,0,0.031756
3,schear,0,0.0296127
8,rotate,0,0.117773
8,schear,0,0.121075
9,rotate,0,0.139868
9,schear,0,0.123064
6,rotate,0,0.11885
6,schear,0,0.118548
24,rotate,0,0.135263
24,schear,0,0.118382
21,rotate,0,0.11813
21,schear,0,0.118832
15,median,9,4.15418
15,mean,9,0.471279
15,highlight,9,0.471916
7,median,9,4.15606
7,mean,9,0.473447
7,highlight,9,0.472036
22,median,11,1.50167
22,mean,11,0.174904
22,highlight,11,0.173955
1,median,11,1.66403
1,mean,11,0.176324
1,highlight,11,0.174515
12,median,11,1.56861
12,mean,11,0.176556
12,highlight,11,0.176389
0,median,11,1.62314
0,mean,11,0.177019
0,highlight,11,0.17715
5,median,11,1.57221
5,mean,11,0.177948
5,highlight,11,0.192599
13,median,11,6.77656
13,mean,11,0.699614
13,highlight,11,0.705249
15,median,11,6.59031
15,mean,11,0.698251
15,highlight,11,0.697001
7,median,11,6.50067
7,mean,11,0.696859
7,highlight,11,0.696009
22,rotate,0,0.128495
22,schear,0,0.116866
1,rotate,0,0.117405
1,schear,0,0.117084
12,rotate,0,0.129469
12,schear,0,0.116839
0,rotate,0,0.116553
0,schear,0,0.116868
5,rotate,0,0.130096
5,schear,0,0.116826
13,rotate,0,0.480762
13,schear,0,0.479869
15,rotate,0,0.501226
15,schear,0,0.487454
7,rotate,0,0.486712
7,schear,0,0.496041
22,median,3,0.0751278
23,median,3,0.0764528
2,median,3,0.0755477
22,mean,3,0.0170998
23,mean,3,0.0171341
2,mean,3,0.0171304
22,highlight,3,0.0171052
23,highlight,3,0.017013
2,highlight,3,0.0169836
image,median,3,0.0723063
17,median,3,0.076399
1,median,3,0.0774435
image,mean,3,0.0171895
17,mean,3,0.0172362
1,mean,3,0.0173518
image,highlight,3,0.0173219
17,highlight,3,0.0171361
1,highlight,3,0.0171368
3,median,3,0.0188258
3,mean,3,0.00435201
3,highlight,3,0.00428724
20,median,3,0.0884546
12,median,3,0.088859
20,mean,3,0.0170645
12,mean,3,0.0171384
8,median,3,0.0845424
20,highlight,3,0.0169593
12,highlight,3,0.0168404
8,mean,3,0.0169753
14,median,3,0.0117639
14,mean,3,0.00425408
8,highlight,3,0.0172774
14,highlight,3,0.00426457
0,median,3,0.0742623
0,mean,3,0.0169763
saltpepper1,median,3,0.0750781
9,median,3,0.0756921
0,highlight,3,0.0169325
saltpepper1,mean,3,0.0170643
9,mean,3,0.016895
saltpepper1,highlight,3,0.0171116
9,highlight,3,0.0167736
5,median,3,0.0748108
5,mean,3,0.0169214
6,median,3,0.0751869
18,median,3,0.0768655
5,highlight,3,0.0167891
6,mean,3,0.0169218
18,mean,3,0.0168321
6,highlight,3,0.0168407
18,highlight,3,0.0168631
24,median,3,0.0843226
16,median,3,0.0838829
24,mean,3,0.0171728
16,mean,3,0.0169787
24,highlight,3,0.0172319
16,highlight,3,0.0170243
21,median,3,0.072454
4,median,3,0.0823912
21,mean,3,0.0168922
4,mean,3,0.0168053
21,highlight,3,0.0170417
4,highlight,3,0.0170348
13,median,3,0.318213
13,mean,3,0.0675136
13,highlight,3,0.0767554
2,median,5,0.26295
23,median,5,0.286568
2,mean,5,0.0397739
23,mean,5,0.0394964
2,highlight,5,0.0392499
23,highlight,5,0.0394073
15,median,3,0.30175
15,mean,3,0.0685979
image,median,5,0.24852
image,mean,5,0.0403703
17,median,5,0.26337
15,highlight,3,0.0690408
image,highlight,5,0.0477955
17,mean,5,0.0512471
17,highlight,5,0.0444706
3,median,5,0.0709218
3,mean,5,0.010011
3,highlight,5,0.0100196
7,median,3,0.318627
20,median,5,0.260901
8,median,5,0.260489
20,mean,5,0.0403006
7,mean,3,0.068702
8,mean,5,0.0403135
20,highlight,5,0.039907
8,highlight,5,0.0406672
14,median,5,0.0378954
7,highlight,3,0.0683481
14,mean,5,0.0100287
14,highlight,5,0.0101134
9,median,5,0.267581
22,median,5,0.258606
saltpepper1,median,5,0.266666
22,mean,5,0.0400377
9,mean,5,0.0401968
saltpepper1,mean,5,0.0401996
9,highlight,5,0.0400553
22,highlight,5,0.0402012
saltpepper1,highlight,5,0.0404965
6,median,5,0.271553
18,median,5,0.249442
1,median,5,0.27638
6,mean,5,0.0400336
18,mean,5,0.0400263
1,mean,5,0.0401724
18,highlight,5,0.0402198
6,highlight,5,0.0403545
1,highlight,5,0.0399472
16,median,5,0.223006
12,median,5,0.257688
16,mean,5,0.0401322
24,median,5,0.265902
12,mean,5,0.0400894
16,highlight,5,0.0401807
24,mean,5,0.0402242
12,highlight,5,0.0399087
24,highlight,5,0.0400907
4,median,5,0.261611
21,median,5,0.252957
0,median,5,0.258168
4,mean,5,0.0399716
21,mean,5,0.0402165
0,mean,5,0.0399136
4,highlight,5,0.0401236
21,highlight,5,0.040222
0,highlight,5,0.0398061
5,median,5,0.269414
5,mean,5,0.0393165
5,highlight,5,0.0393948
23,median,7,0.578538
2,median,7,0.570958
23,mean,7,0.073728
2,mean,7,0.0735876
23,highlight,7,0.0732646
2,highlight,7,0.0734483
image,median,7,0.535179
17,median,7,0.565
image,mean,7,0.0735679
17,mean,7,0.0739333
image,highlight,7,0.0785232
17,highlight,7,0.0817604
13,median,5,1.07561
3,median,7,0.146212
3,mean,7,0.0189117
13,mean,5,0.159751
3,highlight,7,0.0190264
13,highlight,5,0.156889
20,median,7,0.575809
20,mean,7,0.0733961
20,highlight,7,0.074744
8,median,7,0.579325
14,median,7,0.0841435
14,mean,7,0.0186046
8,mean,7,0.0735915
14,highlight,7,0.0185859
8,highlight,7,0.0743992
15,median,5,1.05883
saltpepper1,median,7,0.590477
9,median,7,0.593673
saltpepper1,mean,7,0.073849
15,mean,5,0.158073
9,mean,7,0.0734614
saltpepper1,highlight,7,0.073965
9,highlight,7,0.0739062
15,highlight,5,0.157447
18,median,7,0.512289
18,mean,7,0.0735929
6,median,7,0.579644
18,highlight,7,0.0819674
6,mean,7,0.0800773
6,highlight,7,0.0741741
16,median,7,0.46985
7,median,5,1.07725
16,mean,7,0.0733292
16,highlight,7,0.0753294
7,mean,5,0.158033
24,median,7,0.578133
24,mean,7,0.0840411
7,highlight,5,0.166094
24,highlight,7,0.0745055
4,median,7,0.5899
4,mean,7,0.0733419
4,highlight,7,0.0877899
22,median,7,0.561159
21,median,7,0.562495
22,mean,7,0.0739953
21,mean,7,0.0743175
22,highlight,7,0.0742251
21,highlight,7,0.0743069
1,median,7,0.583795
1,mean,7,0.0737694
1,highlight,7,0.094566
23,median,9,1.02388
23,mean,9,0.127379
2,median,9,1.0117
23,highlight,9,0.117931
2,mean,9,0.132579
2,highlight,9,0.118617
12,median,7,0.571257
12,mean,7,0.0733687
12,highlight,7,0.0852063
0,median,7,0.569398
17,median,9,1.03863
0,mean,7,0.0736148
0,highlight,7,0.0737957
image,median,9,0.951528
17,mean,9,0.127338
image,mean,9,0.128641
17,highlight,9,0.143815
image,highlight,9,0.118037
3,median,9,0.258148
3,mean,9,0.0326774
5,median,7,0.589176
3,highlight,9,0.0348502
5,mean,7,0.0923873
5,highlight,7,0.0751264
20,median,9,1.04164
20,mean,9,0.120993
20,highlight,9,0.119535
14,median,9,0.16024
8,median,9,1.04861
14,mean,9,0.0300459
14,highlight,9,0.0297426
8,mean,9,0.118766
8,highlight,9,0.129319
saltpepper1,median,9,1.05683
saltpepper1,mean,9,0.120673
9,median,9,1.05927
saltpepper1,highlight,9,0.119109
9,mean,9,0.133832
13,median,7,2.41347
9,highlight,9,0.119668
13,mean,7,0.297943
13,highlight,7,0.306557
18,median,9,0.925198
18,mean,9,0.12113
18,highlight,9,0.119364
6,median,9,1.08041
6,mean,9,0.118709
6,highlight,9,0.120253
16,median,9,0.819264
16,mean,9,0.119554
16,highlight,9,0.129217
24,median,9,1.04033
24,mean,9,0.117563
24,highlight,9,0.117953
15,median,7,2.35067
4,median,9,1.02894
4,mean,9,0.120033
15,mean,7,0.294852
4,highlight,9,0.118574
15,highlight,7,0.30851
21,median,9,0.984474
21,mean,9,0.11776
21,highlight,9,0.117396
23,median,11,1.61021
23,mean,11,0.192232
23,highlight,11,0.177077
2,median,11,1.59191
2,mean,11,0.187321
2,highlight,11,0.182689
7,median,7,2.39681
7,mean,7,0.30487
7,highlight,7,0.313142
17,median,11,1.57376
17,mean,11,0.185962
17,highlight,11,0.174499
image,median,11,1.53349
image,mean,11,0.183986
22,median,9,0.970561
22,mean,9,0.118516
image,highlight,11,0.188656
22,highlight,9,0.127772
3,median,11,0.419667
3,mean,11,0.0435551
3,highlight,11,0.0433776
20,median,11,1.56305
1,median,9,1.03745
1,mean,9,0.128389
20,mean,11,0.184295
1,highlight,9,0.118778
20,highlight,11,0.173478
14,median,11,0.241539
14,mean,11,0.0433496
14,highlight,11,0.0433084
8,median,11,1.64046
8,mean,11,0.182943
12,median,9,0.995553
12,mean,9,0.118099
8,highlight,11,0.181518
12,highlight,9,0.118002
saltpepper1,median,11,1.65838
saltpepper1,mean,11,0.173768
0,median,9,1.02103
0,mean,9,0.117718
saltpepper1,highlight,11,0.174376
0,highlight,9,0.117963
9,median,11,1.66999
9,mean,11,0.184759
9,highlight,11,0.181947
5,median,9,1.008
5,mean,9,0.131906
5,highlight,9,0.120575
18,median,11,1.42715
18,mean,11,0.189368
18,highlight,11,0.176523
6,median,11,1.69385
6,mean,11,0.186745
6,highlight,11,0.175158
16,median,11,1.27929
16,mean,11,0.187086
16,highlight,11,0.176551
24,median,11,1.64857
24,mean,11,0.188417
24,highlight,11,0.178234
4,median,11,1.64659
4,mean,11,0.189549
4,highlight,11,0.177147
23,rotate,0,0.117457
23,schear,0,0.117673
13,median,9,4.36568
17,rotate,0,0.129019
17,schear,0,0.11885
20,rotate,0,0.118275
20,schear,0,0.135569
13,mean,9,0.492563
14,rotate,0,0.0301319
14,schear,0,0.0295237
saltpepper1,rotate,0,0.11817
21,median,11,1.55722
saltpepper1,schear,0,0.11818
21,mean,11,0.185774
18,rotate,0,0.118801
13,highlight,9,0.479377
18,schear,0,0.118515
21,highlight,11,0.17977
16,rotate,0,0.135303
2,rotate,0,0.119631
16,schear,0,0.11818
2,schear,0,0.117111
4,rotate,0,0.118504
image,rotate,0,0.119147
4,schear,0,0.129732
image,schear,0,0.122524
3,rotate,0,0.0304895
3,schear,0,0.0293026
8,rotate,0,0.117726
8,schear,0,0.117892
9,rotate,0,0.125035
9,schear,0,0.117924
6,rotate,0,0.129015
6,schear,0,0.116913
24,rotate,0,0.130396
24,schear,0,0.116709
21,rotate,0,0.118277
21,schear,0,0.117048
15,median,9,4.20476
15,mean,9,0.475808
15,highlight,9,0.478294
7,median,9,4.21655
7,mean,9,0.477065
7,highlight,9,0.477811
22,median,11,1.52612
22,mean,11,0.177015
22,highlight,11,0.176918
1,median,11,1.70833
1,mean,11,0.179204
1,highlight,11,0.181359
12,median,11,1.57909
12,mean,11,0.177871
12,highlight,11,0.177384
0,median,11,1.64177
0,mean,11,0.177369
0,highlight,11,0.177172
5,median,11,1.59465
5,mean,11,0.176905
5,highlight,11,0.177356
13,median,11,6.84325
13,mean,11,0.721173
13,highlight,11,0.708105
15,median,11,6.6262
15,mean,11,0.707763
15,highlight,11,0.704827
7,median,11,6.56208
7,mean,11,0.702321
7,highlight,11,0.705569
22,rotate,0,0.131099
22,schear,0,0.119947
1,rotate,0,0.120033
1,schear,0,0.119525
12,rotate,0,0.138961
12,schear,0,0.126746
0,rotate,0,0.119192
0,schear,0,0.118827
5,rotate,0,0.140169
5,schear,0,0.118627
13,rotate,0,0.474965
13,schear,0,0.481388
15,rotate,0,0.494058
15,schear,0,0.477189
7,rotate,0,0.479118
7,schear,0,0.495796
22,median,3,0.074459
23,median,3,0.0753714
2,median,3,0.0750245
22,mean,3,0.0170155
23,mean,3,0.0169716
2,mean,3,0.0173623
22,highlight,3,0.0169365
23,highlight,3,0.017092
2,highlight,3,0.0173673
image,median,3,0.0717332
17,median,3,0.0753449
1,median,3,0.0767408
image,mean,3,0.0175024
17,mean,3,0.0172162
1,mean,3,0.0172191
image,highlight,3,0.0175639
17,highlight,3,0.0170166
1,highlight,3,0.0170141
3,median,3,0.0188315
3,mean,3,0.00432777
3,highlight,3,0.00427984
12,median,3,0.0841681
20,median,3,0.087077
12,mean,3,0.0172168
20,mean,3,0.0172234
8,median,3,0.0846757
12,highlight,3,0.0169603
20,highlight,3,0.0169207
8,mean,3,0.0170444
14,median,3,0.0118003
14,mean,3,0.00428059
14,highlight,3,0.00430619
8,highlight,3,0.0173745
0,median,3,0.0751407
0,mean,3,0.0169816
9,median,3,0.076105
saltpepper1,median,3,0.0837969
0,highlight,3,0.0168963
9,mean,3,0.0170285
saltpepper1,mean,3,0.0180183
9,highlight,3,0.0169883
saltpepper1,highlight,3,0.0173699
5,median,3,0.0745274
5,mean,3,0.0169565
18,median,3,0.0692903
6,median,3,0.0753687
5,highlight,3,0.0168723
18,mean,3,0.017352
6,mean,3,0.0169612
18,highlight,3,0.0171382
6,highlight,3,0.0169015
16,median,3,0.0656712
24,median,3,0.0759884
16,mean,3,0.0172409
24,mean,3,0.0170944
16,highlight,3,0.0171352
24,highlight,3,0.0168756
4,median,3,0.0742775
21,median,3,0.0726996
4,mean,3,0.0171696
21,mean,3,0.0170187
4,highlight,3,0.017219
21,highlight,3,0.0169167
13,median,3,0.316103
13,mean,3,0.072954
13,highlight,3,0.0693481
23,median,5,0.268421
2,median,5,0.267755
23,mean,5,0.0419397
2,mean,5,0.0396025
23,highlight,5,0.0395775
2,highlight,5,0.039199
15,median,3,0.315022
15,mean,3,0.0676677
image,median,5,0.258312
17,median,5,0.267882
image,mean,5,0.0393152
17,mean,5,0.0395393
15,highlight,3,0.0672054
image,highlight,5,0.04112
17,highlight,5,0.0419252
3,median,5,0.0640644
3,mean,5,0.00990963
3,highlight,5,0.0098252
20,median,5,0.257218
7,median,3,0.301533
20,mean,5,0.0401916
8,median,5,0.258127
20,highlight,5,0.039841
7,mean,3,0.0672424
8,mean,5,0.0396059
14,median,5,0.0382339
14,mean,5,0.00990562
14,highlight,5,0.0100358
7,highlight,3,0.0671588
8,highlight,5,0.0398502
saltpepper1,median,5,0.270833
22,median,5,0.26738
9,median,5,0.277185
saltpepper1,mean,5,0.0399521
22,mean,5,0.0394186
9,mean,5,0.0398824
saltpepper1,highlight,5,0.040242
22,highlight,5,0.0396661
9,highlight,5,0.0398941
18,median,5,0.238483
1,median,5,0.260851
18,mean,5,0.0399586
6,median,5,0.263118
1,mean,5,0.0395193
18,highlight,5,0.0403502
6,mean,5,0.0397935
1,highlight,5,0.0395002
6,highlight,5,0.039867
16,median,5,0.221269
16,mean,5,0.0402074
12,median,5,0.253584
16,highlight,5,0.0402058
24,median,5,0.263321
12,mean,5,0.0394639
24,mean,5,0.0394117
12,highlight,5,0.0392768
24,highlight,5,0.0394121
4,median,5,0.269538
4,mean,5,0.0398554
0,median,5,0.262055
21,median,5,0.261962
4,highlight,5,0.0399644
0,mean,5,0.0393135
21,mean,5,0.0392948
0,highlight,5,0.0393097
21,highlight,5,0.0397751
5,median,5,0.257899
5,mean,5,0.0393448
5,highlight,5,0.0391816
23,median,7,0.56552
23,mean,7,0.0738256
2,median,7,0.566662
23,highlight,7,0.0802345
2,mean,7,0.084685
2,highlight,7,0.077987
17,median,7,0.569186
image,median,7,0.538195
17,mean,7,0.0736722
image,mean,7,0.0750096
17,highlight,7,0.0802644
13,median,5,1.08486
image,highlight,7,0.0840783
13,mean,5,0.16026
3,median,7,0.145405
3,mean,7,0.0185149
3,highlight,7,0.0186848
13,highlight,5,0.164318
20,median,7,0.566265
20,mean,7,0.0739584
20,highlight,7,0.0778119
14,median,7,0.103354
8,median,7,0.592179
14,mean,7,0.0190497
14,highlight,7,0.0191353
8,mean,7,0.0767391
8,highlight,7,0.0751058
15,median,5,1.07974
saltpepper1,median,7,0.59171
saltpepper1,mean,7,0.0736274
9,median,7,0.594429
15,mean,5,0.157106
saltpepper1,highlight,7,0.0750816
9,mean,7,0.0745602
9,highlight,7,0.0735561
15,highlight,5,0.156952
18,median,7,0.523134
18,mean,7,0.0738554
18,highlight,7,0.0751893
6,median,7,0.592335
6,mean,7,0.07446
6,highlight,7,0.0753301
16,median,7,0.478357
16,mean,7,0.0773357
7,median,5,1.08635
16,highlight,7,0.0757506
7,mean,5,0.159505
24,median,7,0.594941
24,mean,7,0.0758529
7,highlight,5,0.168296
24,highlight,7,0.0892231
4,median,7,0.587864
4,mean,7,0.0734069
4,highlight,7,0.0740251
22,median,7,0.550638
21,median,7,0.553746
22,mean,7,0.0782469
21,mean,7,0.088039
22,highlight,7,0.0771486
21,highlight,7,0.0756012
1,median,7,0.587414
1,mean,7,0.0732726
1,highlight,7,0.0736398
23,median,9,1.0281
23,mean,9,0.125417
23,highlight,9,0.118526
2,median,9,1.019
2,mean,9,0.120699
12,median,7,0.564396
2,highlight,9,0.117819
12,mean,7,0.0741216
12,highlight,7,0.073392
0,median,7,0.57472
17,median,9,1.03056
0,mean,7,0.0739166
0,highlight,7,0.075439
17,mean,9,0.117648
image,median,9,0.951545
17,highlight,9,0.11793
image,mean,9,0.128877
image,highlight,9,0.118387
5,median,7,0.573851
3,median,9,0.257755
3,mean,9,0.0295561
5,mean,7,0.0735542
3,highlight,9,0.0297
5,highlight,7,0.0733102
20,median,9,1.00568
20,mean,9,0.118761
20,highlight,9,0.117509
14,median,9,0.159586
14,mean,9,0.0295182
14,highlight,9,0.0298845
8,median,9,1.03611
8,mean,9,0.129961
8,highlight,9,0.120192
saltpepper1,median,9,1.0473
saltpepper1,mean,9,0.118467
saltpepper1,highlight,9,0.118442
9,median,9,1.05067
9,mean,9,0.118581
13,median,7,2.41264
9,highlight,9,0.12115
13,mean,7,0.29525
13,highlight,7,0.309196
18,median,9,0.928414
18,mean,9,0.121331
18,highlight,9,0.118767
6,median,9,1.05122
6,mean,9,0.117748
6,highlight,9,0.133717
16,median,9,0.812691
16,mean,9,0.118184
16,highlight,9,0.122668
24,median,9,1.04692
24,mean,9,0.117734
24,highlight,9,0.118441
15,median,7,2.33171
4,median,9,1.0417
4,mean,9,0.13075
15,mean,7,0.310895
4,highlight,9,0.119964
15,highlight,7,0.29707
21,median,9,0.991754
21,mean,9,0.121162
21,highlight,9,0.141557
23,median,11,1.59006
23,mean,11,0.174379
23,highlight,11,0.189178
2,median,11,1.57747
2,mean,11,0.173782
2,highlight,11,0.183823
7,median,7,2.39754
7,mean,7,0.305101
7,highlight,7,0.301243
17,median,11,1.57232
17,mean,11,0.174223
17,highlight,11,0.174647
image,median,11,1.49133
22,median,9,0.976625
image,mean,11,0.173447
22,mean,9,0.117762
image,highlight,11,0.174787
22,highlight,9,0.125394
3,median,11,0.418846
3,mean,11,0.0438834
3,highlight,11,0.0435711
20,median,11,1.57465
1,median,9,1.05372
20,mean,11,0.175309
1,mean,9,0.118497
20,highlight,11,0.189104
1,highlight,9,0.133761
14,median,11,0.251178
14,mean,11,0.0438947
14,highlight,11,0.0440981
8,median,11,1.63834
8,mean,11,0.194048
12,median,9,1.00858
12,mean,9,0.11968
8,highlight,11,0.17901
12,highlight,9,0.11911
saltpepper1,median,11,1.67219
saltpepper1,mean,11,0.18741
0,median,9,1.03086
saltpepper1,highlight,11,0.175722
0,mean,9,0.118592
0,highlight,9,0.118792
9,median,11,1.69909
9,mean,11,0.175006
9,highlight,11,0.178698
5,median,9,1.03682
5,mean,9,0.118431
18,median,11,1.43755
5,highlight,9,0.128397
18,mean,11,0.178542
18,highlight,11,0.193362
6,median,11,1.66547
6,mean,11,0.178365
6,highlight,11,0.190337
16,median,11,1.30683
16,mean,11,0.176626
16,highlight,11,0.187184
24,median,11,1.6545
24,mean,11,0.177743
24,highlight,11,0.192217
4,median,11,1.64
4,mean,11,0.176111
4,highlight,11,0.187235
23,rotate,0,0.120117
23,schear,0,0.119755
13,median,9,4.37112
17,rotate,0,0.119753
17,schear,0,0.137078
20,rotate,0,0.119633
20,schear,0,0.120079
14,rotate,0,0.0303182
14,schear,0,0.0300441
13,mean,9,0.48945
saltpepper1,rotate,0,0.119714
21,median,11,1.54392
saltpepper1,schear,0,0.137205
21,mean,11,0.17768
18,rotate,0,0.120003
18,schear,0,0.120078
13,highlight,9,0.49238
21,highlight,11,0.174743
16,rotate,0,0.120049
