image,type,kernel_size,time
12,highlight,9,0.117739
0,median,9,1.00991
0,mean,9,0.118126
0,highlight,9,0.117626
5,median,9,0.991295
5,mean,9,0.118155
5,highlight,9,0.117954
13,median,9,4.24033
13,mean,9,0.471705
13,highlight,9,0.471586
15,median,9,4.12481
15,mean,9,0.472786
15,highlight,9,0.470355
7,median,9,4.13472
7,mean,9,0.478119
7,highlight,9,0.469727
23,median,11,1.57496
23,mean,11,0.173511
23,highlight,11,0.173793
17,median,11,1.55306
17,mean,11,0.173605
17,highlight,11,0.173821
20,median,11,1.55448
20,mean,11,0.173983
20,highlight,11,0.173952
14,median,11,0.241384
14,mean,11,0.0434405
14,highlight,11,0.0435703
saltpepper1,median,11,1.64136
saltpepper1,mean,11,0.174586
saltpepper1,highlight,11,0.174174
18,median,11,1.40944
18,mean,11,0.178303
18,highlight,11,0.174374
16,median,11,1.26254
16,mean,11,0.173377
16,highlight,11,0.173919
4,median,11,1.62389
4,mean,11,0.173399
4,highlight,11,0.173987
2,median,11,1.56816
2,mean,11,0.173292
2,highlight,11,0.173748
image,median,11,1.47554
image,mean,11,0.174329
image,highlight,11,0.173756
3,median,11,0.409994
3,mean,11,0.0434791
3,highlight,11,0.0434716
8,median,11,1.61964
8,mean,11,0.173778
8,highlight,11,0.173769
9,median,11,1.64331
9,mean,11,0.173651
9,highlight,11,0.173678
6,median,11,1.63776
6,mean,11,0.173555
6,highlight,11,0.173965
24,median,11,1.63072
24,mean,11,0.17497
24,highlight,11,0.173229
21,median,11,1.51167
21,mean,11,0.173599
21,highlight,11,0.173741
22,median,11,1.48942
22,mean,11,0.173717
22,highlight,11,0.173915
1,median,11,1.64319
1,mean,11,0.173723
1,highlight,11,0.174675
12,median,11,1.54531
12,mean,11,0.174382
12,highlight,11,0.173561
0,median,11,1.5952
0,mean,11,0.174041
0,highlight,11,0.17404
5,median,11,1.55077
5,mean,11,0.173966
5,highlight,11,0.174245
13,median,11,6.71602
13,mean,11,0.693456
13,highlight,11,0.694349
15,median,11,6.51303
15,mean,11,0.695451
15,highlight,11,0.694331
7,median,11,6.45573
7,mean,11,0.695239
7,highlight,11,0.693936
23,rotate,0,0.117835
23,schear,0,0.117856
17,rotate,0,0.11794
17,schear,0,0.117551
20,rotate,0,0.118112
20,schear,0,0.117583
14,rotate,0,0.0295064
14,schear,0,0.0294981
saltpepper1,rotate,0,0.118259
saltpepper1,schear,0,0.117923
18,rotate,0,0.118549
18,schear,0,0.11792
16,rotate,0,0.118076
16,schear,0,0.117959
4,rotate,0,0.117896
4,schear,0,0.117899
2,rotate,0,0.118559
2,schear,0,0.118187
image,rotate,0,0.118132
image,schear,0,0.117729
3,rotate,0,0.0294114
3,schear,0,0.0294056
8,rotate,0,0.118015
8,schear,0,0.118201
9,rotate,0,0.118312
9,schear,0,0.117849
6,rotate,0,0.118158
6,schear,0,0.117765
24,rotate,0,0.118132
24,schear,0,0.117845
21,rotate,0,0.117948
21,schear,0,0.118007
22,rotate,0,0.117963
22,schear,0,0.117769
1,rotate,0,0.118201
1,schear,0,0.118003
12,rotate,0,0.118077
12,schear,0,0.118076
0,rotate,0,0.118396
0,schear,0,0.117847
5,rotate,0,0.118246
5,schear,0,0.118076
13,rotate,0,0.474005
13,schear,0,0.47934
15,rotate,0,0.473866
15,schear,0,0.471537
7,rotate,0,0.474503
7,schear,0,0.472575
23,median,3,0.0748058
23,mean,3,0.016851
23,highlight,3,0.0168011
17,median,3,0.0739095
17,mean,3,0.0169057
17,highlight,3,0.0167545
20,median,3,0.0740935
20,mean,3,0.0169071
20,highlight,3,0.0168002
14,median,3,0.0116298
14,mean,3,0.00425442
14,highlight,3,0.00423623
saltpepper1,median,3,0.0739939
saltpepper1,mean,3,0.0168978
saltpepper1,highlight,3,0.0170915
18,median,3,0.0684837
18,mean,3,0.01701
18,highlight,3,0.0168346
16,median,3,0.0651294
16,mean,3,0.0168759
16,highlight,3,0.0170338
4,median,3,0.0730713
4,mean,3,0.0168862
4,highlight,3,0.0170455
2,median,3,0.0741033
2,mean,3,0.0168613
2,highlight,3,0.0167585
image,median,3,0.0706149
image,mean,3,0.0169059
image,highlight,3,0.0171391
3,median,3,0.0182775
3,mean,3,0.00426006
3,highlight,3,0.00425744
8,median,3,0.0730344
8,mean,3,0.0170184
8,highlight,3,0.0172335
9,median,3,0.0750743
9,mean,3,0.0168627
9,highlight,3,0.0167809
6,median,3,0.074584
6,mean,3,0.016893
6,highlight,3,0.0169004
24,median,3,0.0750243
24,mean,3,0.0168907
24,highlight,3,0.0167478
21,median,3,0.0717447
21,mean,3,0.0169589
21,highlight,3,0.0168388
22,median,3,0.0734841
22,mean,3,0.017062
22,highlight,3,0.0167182
1,median,3,0.0752644
1,mean,3,0.0169351
1,highlight,3,0.0167695
12,median,3,0.0738454
12,mean,3,0.0169038
12,highlight,3,0.0168521
0,median,3,0.073374
0,mean,3,0.0168889
0,highlight,3,0.0169417
5,median,3,0.0738333
5,mean,3,0.0169394
5,highlight,3,0.0167828
13,median,3,0.301512
13,mean,3,0.0676463
13,highlight,3,0.0727589
15,median,3,0.299845
15,mean,3,0.0672752
15,highlight,3,0.0677018
7,median,3,0.300854
7,mean,3,0.0674
7,highlight,3,0.0672808
23,median,5,0.255486
23,mean,5,0.0394654
23,highlight,5,0.0391976
17,median,5,0.257025
17,mean,5,0.0394065
17,highlight,5,0.0391701
20,median,5,0.253153
20,mean,5,0.0395282
20,highlight,5,0.0391694
14,median,5,0.0369764
14,mean,5,0.00993916
14,highlight,5,0.00995044
saltpepper1,median,5,0.261592
saltpepper1,mean,5,0.0394639
saltpepper1,highlight,5,0.0396428
18,median,5,0.234477
18,mean,5,0.0394236
18,highlight,5,0.0395135
16,median,5,0.217701
16,mean,5,0.0394645
16,highlight,5,0.039556
4,median,5,0.256224
4,mean,5,0.0394225
4,highlight,5,0.0397588
2,median,5,0.253379
2,mean,5,0.0397735
2,highlight,5,0.0393948
image,median,5,0.244023
image,mean,5,0.0395983
image,highlight,5,0.0398468
3,median,5,0.063432
3,mean,5,0.00986853
3,highlight,5,0.00984321
8,median,5,0.254966
8,mean,5,0.0396013
8,highlight,5,0.039677
9,median,5,0.261187
9,mean,5,0.0395025
9,highlight,5,0.039509
6,median,5,0.258609
6,mean,5,0.0395568
6,highlight,5,0.0392934
24,median,5,0.258542
24,mean,5,0.0393293
24,highlight,5,0.0392751
21,median,5,0.247721
21,mean,5,0.0396164
21,highlight,5,0.0396121
22,median,5,0.25319
22,mean,5,0.0393833
22,highlight,5,0.0394358
1,median,5,0.259599
1,mean,5,0.039251
1,highlight,5,0.0391158
12,median,5,0.253119
12,mean,5,0.0393675
12,highlight,5,0.0400544
0,median,5,0.253956
0,mean,5,0.039573
0,highlight,5,0.0393015
5,median,5,0.257273
5,mean,5,0.0395132
5,highlight,5,0.0393824
13,median,5,1.06597
13,mean,5,0.157715
13,highlight,5,0.162237
15,median,5,1.03365
15,mean,5,0.158181
15,highlight,5,0.156758
7,median,5,1.0651
7,mean,5,0.157355
7,highlight,5,0.156785
23,median,7,0.563564
23,mean,7,0.073928
23,highlight,7,0.0747011
17,median,7,0.565014
17,mean,7,0.073598
17,highlight,7,0.0748697
20,median,7,0.560909
20,mean,7,0.0736577
20,highlight,7,0.074573
14,median,7,0.085247
14,mean,7,0.0185626
14,highlight,7,0.0184929
saltpepper1,median,7,0.582629
saltpepper1,mean,7,0.0741714
saltpepper1,highlight,7,0.0755644
18,median,7,0.513483
18,mean,7,0.075265
18,highlight,7,0.0755269
16,median,7,0.464791
16,mean,7,0.0737781
16,highlight,7,0.07594
4,median,7,0.575341
4,mean,7,0.0735997
4,highlight,7,0.0742472
2,median,7,0.562943
2,mean,7,0.0732548
2,highlight,7,0.0749011
image,median,7,0.533987
image,mean,7,0.0737334
image,highlight,7,0.0738303
3,median,7,0.142892
3,mean,7,0.0185019
3,highlight,7,0.0184631
8,median,7,0.570166
8,mean,7,0.0735158
8,highlight,7,0.0746506
9,median,7,0.581652
9,mean,7,0.0739827
9,highlight,7,0.0737303
6,median,7,0.579268
6,mean,7,0.0736929
6,highlight,7,0.0739223
24,median,7,0.574938
24,mean,7,0.0735079
24,highlight,7,0.0738416
21,median,7,0.545992
21,mean,7,0.0735683
21,highlight,7,0.0736863
22,median,7,0.546802
22,mean,7,0.0733095
22,highlight,7,0.0733089
1,median,7,0.578153
1,mean,7,0.0735468
1,highlight,7,0.0881853
12,median,7,0.555871
12,mean,7,0.0736068
12,highlight,7,0.0733267
0,median,7,0.570688
0,mean,7,0.0737517
0,highlight,7,0.0731847
5,median,7,0.567314
5,mean,7,0.0737826
5,highlight,7,0.0742245
13,median,7,2.375
13,mean,7,0.294089
13,highlight,7,0.292614
15,median,7,2.31199
15,mean,7,0.293485
15,highlight,7,0.29641
7,median,7,2.33722
7,mean,7,0.293163
7,highlight,7,0.293971
23,median,9,0.999243
23,mean,9,0.117998
23,highlight,9,0.118824
17,median,9,0.990382
17,mean,9,0.118159
17,highlight,9,0.117598
20,median,9,0.994358
20,mean,9,0.117549
20,highlight,9,0.117578
14,median,9,0.158791
14,mean,9,0.0294603
14,highlight,9,0.0297984
saltpepper1,median,9,1.03805
saltpepper1,mean,9,0.118807
saltpepper1,highlight,9,0.118742
18,median,9,0.899386
18,mean,9,0.118173
18,highlight,9,0.117299
16,median,9,0.804494
16,mean,9,0.118178
16,highlight,9,0.118161
4,median,9,1.02992
4,mean,9,0.118039
4,highlight,9,0.117589
2,median,9,1.00118
2,mean,9,0.118049
2,highlight,9,0.11782
image,median,9,0.940918
image,mean,9,0.118281
image,highlight,9,0.117965
3,median,9,0.257561
3,mean,9,0.0293074
3,highlight,9,0.0297428
8,median,9,1.0215
8,mean,9,0.117858
8,highlight,9,0.11797
9,median,9,1.05246
9,mean,9,0.123562
9,highlight,9,0.11825
6,median,9,1.03465
6,mean,9,0.130078
6,highlight,9,0.118286
24,median,9,1.0283
24,mean,9,0.1186
24,highlight,9,0.117026
21,median,9,0.965501
21,mean,9,0.118267
21,highlight,9,0.118019
22,median,9,0.954458
22,mean,9,0.1177
22,highlight,9,0.1181
1,median,9,1.03501
1,mean,9,0.117736
1,highlight,9,0.118106
12,median,9,0.982099
12,mean,9,0.118188
12,highlight,9,0.118338
0,median,9,1.01577
0,mean,9,0.118036
0,highlight,9,0.117913
5,median,9,0.990516
5,mean,9,0.117944
5,highlight,9,0.117816
13,median,9,4.23862
13,mean,9,0.472924
13,highlight,9,0.471547
15,median,9,4.13
15,mean,9,0.472715
15,highlight,9,0.471576
7,median,9,4.13327
7,mean,9,0.473464
7,highlight,9,0.474
23,median,11,1.58048
23,mean,11,0.17498
23,highlight,11,0.17459
17,median,11,1.55881
17,mean,11,0.174189
17,highlight,11,0.173867
20,median,11,1.56487
20,mean,11,0.174425
20,highlight,11,0.173839
14,median,11,0.241864
14,mean,11,0.0433392
14,highlight,11,0.0435776
saltpepper1,median,11,1.64244
saltpepper1,mean,11,0.174129
saltpepper1,highlight,11,0.175334
18,median,11,1.40797
18,mean,11,0.173904
18,highlight,11,0.173999
16,median,11,1.26388
16,mean,11,0.174186
16,highlight,11,0.1734
4,median,11,1.62258
4,mean,11,0.173991
4,highlight,11,0.175122
2,median,11,1.56797
2,mean,11,0.173692
2,highlight,11,0.173686
image,median,11,1.48038
image,mean,11,0.174217
image,highlight,11,0.176292
3,median,11,0.409639
3,mean,11,0.043638
3,highlight,11,0.0433791
8,median,11,1.62361
8,mean,11,0.173643
8,highlight,11,0.174225
9,median,11,1.64557
9,mean,11,0.173878
9,highlight,11,0.174738
6,median,11,1.64177
6,mean,11,0.174261
6,highlight,11,0.173997
24,median,11,1.63363
24,mean,11,0.174555
24,highlight,11,0.174401
21,median,11,1.51951
21,mean,11,0.175172
21,highlight,11,0.174289
22,median,11,1.4936
22,mean,11,0.178071
22,highlight,11,0.173502
1,median,11,1.64298
1,mean,11,0.174781
1,highlight,11,0.173955
12,median,11,1.54524
12,mean,11,0.17341
12,highlight,11,0.174276
0,median,11,1.60378
0,mean,11,0.174077
0,highlight,11,0.175876
5,median,11,1.55655
5,mean,11,0.179958
5,highlight,11,0.173435
13,median,11,6.72127
13,mean,11,0.697588
13,highlight,11,0.700239
15,median,11,6.52031
15,mean,11,0.695226
15,highlight,11,0.696297
7,median,11,6.47424
7,mean,11,0.696072
7,highlight,11,0.696506
23,rotate,0,0.125842
23,schear,0,0.126212
17,rotate,0,0.126231
17,schear,0,0.126181
20,rotate,0,0.125645
20,schear,0,0.126349
14,rotate,0,0.031139
14,schear,0,0.0318334
saltpepper1,rotate,0,0.12608
saltpepper1,schear,0,0.126332
18,rotate,0,0.125098
18,schear,0,0.126241
16,rotate,0,0.125411
16,schear,0,0.126266
4,rotate,0,0.125219
4,schear,0,0.125857
2,rotate,0,0.125581
2,schear,0,0.126015
image,rotate,0,0.125835
image,schear,0,0.126951
3,rotate,0,0.0316969
3,schear,0,0.0314728
8,rotate,0,0.125904
8,schear,0,0.126485
9,rotate,0,0.125066
9,schear,0,0.126981
6,rotate,0,0.126283
6,schear,0,0.126567
24,rotate,0,0.125365
24,schear,0,0.132245
21,rotate,0,0.125992
21,schear,0,0.126851
22,rotate,0,0.126422
22,schear,0,0.126382
1,rotate,0,0.125956
1,schear,0,0.126518
12,rotate,0,0.12598
12,schear,0,0.126498
0,rotate,0,0.125379
0,schear,0,0.126004
5,rotate,0,0.125393
5,schear,0,0.125941
13,rotate,0,0.504932
13,schear,0,0.504779
15,rotate,0,0.505372
15,schear,0,0.503506
7,rotate,0,0.504561
7,schear,0,0.502982
23,median,3,0.0750305
23,mean,3,0.0169062
23,highlight,3,0.0167652
17,median,3,0.074148
17,mean,3,0.016943
17,highlight,3,0.0167764
20,median,3,0.0741318
20,mean,3,0.016878
20,highlight,3,0.016755
14,median,3,0.011668
14,mean,3,0.00423507
14,highlight,3,0.00425629
saltpepper1,median,3,0.0740127
saltpepper1,mean,3,0.0168927
saltpepper1,highlight,3,0.0170729
18,median,3,0.0687978
18,mean,3,0.0168749
18,highlight,3,0.0169501
16,median,3,0.0653801
16,mean,3,0.0168786
16,highlight,3,0.017015
4,median,3,0.0781362
4,mean,3,0.0168833
4,highlight,3,0.0170544
2,median,3,0.0742912
2,mean,3,0.0168868
2,highlight,3,0.0168359
image,median,3,0.0710055
image,mean,3,0.0168751
image,highlight,3,0.016988
3,median,3,0.0183405
3,mean,3,0.0042338
3,highlight,3,0.00423014
8,median,3,0.0734536
8,mean,3,0.016885
8,highlight,3,0.0171656
9,median,3,0.0754128
9,mean,3,0.01692
9,highlight,3,0.0168534
6,median,3,0.0749095
6,mean,3,0.0169257
6,highlight,3,0.0168893
24,median,3,0.0753919
24,mean,3,0.0169325
24,highlight,3,0.0167784
21,median,3,0.0723747
21,mean,3,0.0168694
21,highlight,3,0.0168403
22,median,3,0.0741298
22,mean,3,0.0171189
22,highlight,3,0.0167453
1,median,3,0.0757195
1,mean,3,0.0168434
1,highlight,3,0.0167749
12,median,3,0.0745049
12,mean,3,0.0169312
12,highlight,3,0.0168596
0,median,3,0.0738858
0,mean,3,0.016916
0,highlight,3,0.0167994
5,median,3,0.0743457
5,mean,3,0.0168599
5,highlight,3,0.0168039
13,median,3,0.303288
13,mean,3,0.0676301
13,highlight,3,0.0674631
15,median,3,0.298385
15,mean,3,0.0674618
15,highlight,3,0.0677735
7,median,3,0.302112
7,mean,3,0.0672917
7,highlight,3,0.0706257
23,median,5,0.255233
23,mean,5,0.0394602
23,highlight,5,0.0394697
17,median,5,0.257338
17,mean,5,0.0394224
17,highlight,5,0.0392327
20,median,5,0.253305
20,mean,5,0.0392783
20,highlight,5,0.0391265
14,median,5,0.036906
14,mean,5,0.00985382
14,highlight,5,0.0100056
saltpepper1,median,5,0.260241
saltpepper1,mean,5,0.0396108
saltpepper1,highlight,5,0.0397235
18,median,5,0.238865
18,mean,5,0.0393907
18,highlight,5,0.039443
16,median,5,0.217696
16,mean,5,0.0393825
16,highlight,5,0.0402403
4,median,5,0.256925
4,mean,5,0.0394673
4,highlight,5,0.039612
2,median,5,0.254026
2,mean,5,0.0393928
2,highlight,5,0.0391686
image,median,5,0.244727
image,mean,5,0.0394939
image,highlight,5,0.0396074
3,median,5,0.0636089
3,mean,5,0.00983411
3,highlight,5,0.00983546
8,median,5,0.255378
8,mean,5,0.0392821
8,highlight,5,0.0396826
9,median,5,0.261763
9,mean,5,0.0393753
9,highlight,5,0.0392918
6,median,5,0.259422
6,mean,5,0.0394312
6,highlight,5,0.0394591
24,median,5,0.259061
24,mean,5,0.0393741
24,highlight,5,0.0392629
21,median,5,0.248832
21,mean,5,0.0394008
21,highlight,5,0.0393008
22,median,5,0.25394
22,mean,5,0.0395187
22,highlight,5,0.0392323
1,median,5,0.259757
1,mean,5,0.0393617
1,highlight,5,0.0391754
12,median,5,0.252902
12,mean,5,0.0392676
12,highlight,5,0.0392398
0,median,5,0.254242
0,mean,5,0.0394381
0,highlight,5,0.0393297
5,median,5,0.257622
5,mean,5,0.0392587
5,highlight,5,0.0391839
13,median,5,1.06697
13,mean,5,0.157202
13,highlight,5,0.157067
15,median,5,1.04353
15,mean,5,0.157533
15,highlight,5,0.157289
7,median,5,1.06923
7,mean,5,0.157092
7,highlight,5,0.157433
23,median,7,0.562373
23,mean,7,0.0732134
23,highlight,7,0.0734234
17,median,7,0.562392
17,mean,7,0.0737537
17,highlight,7,0.0731643
20,median,7,0.55938
20,mean,7,0.0732732
20,highlight,7,0.0733542
14,median,7,0.0838719
14,mean,7,0.018508
14,highlight,7,0.0185566
saltpepper1,median,7,0.580446
saltpepper1,mean,7,0.0734224
saltpepper1,highlight,7,0.0741474
18,median,7,0.511098
18,mean,7,0.0733971
18,highlight,7,0.0740869
16,median,7,0.463198
16,mean,7,0.0736883
16,highlight,7,0.0739727
4,median,7,0.573706
4,mean,7,0.0738425
4,highlight,7,0.0760402
2,median,7,0.562725
2,mean,7,0.0734317
2,highlight,7,0.073418
image,median,7,0.533666
image,mean,7,0.073276
image,highlight,7,0.0740393
3,median,7,0.142931
3,mean,7,0.0184136
3,highlight,7,0.0183301
8,median,7,0.570057
8,mean,7,0.073383
8,highlight,7,0.0743832
9,median,7,0.581963
9,mean,7,0.0789218
9,highlight,7,0.073609
6,median,7,0.578815
6,mean,7,0.0734512
6,highlight,7,0.0743516
24,median,7,0.575002
24,mean,7,0.0732669
24,highlight,7,0.0739527
21,median,7,0.549253
21,mean,7,0.0737675
21,highlight,7,0.0738123
22,median,7,0.545656
22,mean,7,0.0733941
22,highlight,7,0.0733049
1,median,7,0.577409
1,mean,7,0.0734129
1,highlight,7,0.0732528
12,median,7,0.555293
12,mean,7,0.073997
12,highlight,7,0.0796679
0,median,7,0.566297
0,mean,7,0.0736062
0,highlight,7,0.0735457
5,median,7,0.562504
5,mean,7,0.0732803
5,highlight,7,0.0734164
13,median,7,2.36329
13,mean,7,0.292503
13,highlight,7,0.292941
15,median,7,2.31446
15,mean,7,0.293529
15,highlight,7,0.292922
7,median,7,2.33495
7,mean,7,0.292817
7,highlight,7,0.292898
23,median,9,0.998106
23,mean,9,0.118469
23,highlight,9,0.117817
17,median,9,0.992971
17,mean,9,0.119305
17,highlight,9,0.118053
20,median,9,0.988205
20,mean,9,0.117653
20,highlight,9,0.118237
14,median,9,0.159095
14,mean,9,0.0292915
14,highlight,9,0.0295409
saltpepper1,median,9,1.03612
saltpepper1,mean,9,0.118299
saltpepper1,highlight,9,0.118786
18,median,9,0.898739
18,mean,9,0.118057
18,highlight,9,0.11752
16,median,9,0.803965
16,mean,9,0.117778
16,highlight,9,0.118806
4,median,9,1.02456
4,mean,9,0.118382
4,highlight,9,0.118355
2,median,9,0.994978
2,mean,9,0.11797
2,highlight,9,0.117635
image,median,9,0.93947
image,mean,9,0.117768
image,highlight,9,0.118288
3,median,9,0.256886
3,mean,9,0.0294687
3,highlight,9,0.0295
8,median,9,1.01926
8,mean,9,0.123566
8,highlight,9,0.118502
9,median,9,1.03878
9,mean,9,0.117977
9,highlight,9,0.118236
6,median,9,1.03351
6,mean,9,0.11757
6,highlight,9,0.117792
24,median,9,1.02534
24,mean,9,0.117759
24,highlight,9,0.117863
21,median,9,0.961888
21,mean,9,0.117922
21,highlight,9,0.11776
22,median,9,0.952183
22,mean,9,0.118013
22,highlight,9,0.117759
1,median,9,1.03351
1,mean,9,0.117791
1,highlight,9,0.117646
12,median,9,0.980154
12,mean,9,0.118161
12,highlight,9,0.118219
0,median,9,1.01046
0,mean,9,0.117518
0,highlight,9,0.118543
5,median,9,0.999884
5,mean,9,0.118601
5,highlight,9,0.117763
13,median,9,4.23802
13,mean,9,0.471829
13,highlight,9,0.473437
15,median,9,4.12926
15,mean,9,0.471776
15,highlight,9,0.474802
7,median,9,4.1182
7,mean,9,0.471947
7,highlight,9,0.469622
23,median,11,1.57116
23,mean,11,0.17373
23,highlight,11,0.17372
17,median,11,1.54798
17,mean,11,0.178655
17,highlight,11,0.17543
20,median,11,1.55215
20,mean,11,0.174309
20,highlight,11,0.174091
14,median,11,0.242953
14,mean,11,0.0434368
14,highlight,11,0.0437348
saltpepper1,median,11,1.63942
saltpepper1,mean,11,0.173345
saltpepper1,highlight,11,0.173699
18,median,11,1.40498
18,mean,11,0.174493
18,highlight,11,0.173921
16,median,11,1.26255
16,mean,11,0.173606
16,highlight,11,0.173709
4,median,11,1.61829
4,mean,11,0.173898
4,highlight,11,0.173944
2,median,11,1.56384
2,mean,11,0.174128
2,highlight,11,0.195137
image,median,11,1.47388
image,mean,11,0.174098
image,highlight,11,0.17429
3,median,11,0.41004
3,mean,11,0.0434957
3,highlight,11,0.0436909
8,median,11,1.61747
8,mean,11,0.175208
8,highlight,11,0.174632
9,median,11,1.64365
9,mean,11,0.173658
9,highlight,11,0.173529
6,median,11,1.63536
6,mean,11,0.173889
6,highlight,11,0.173552
24,median,11,1.62219
24,mean,11,0.173616
24,highlight,11,0.173342
21,median,11,1.51412
21,mean,11,0.174695
21,highlight,11,0.174655
22,median,11,1.49193
22,mean,11,0.178133
22,highlight,11,0.184089
1,median,11,1.6414
1,mean,11,0.175553
1,highlight,11,0.175671
12,median,11,1.54302
12,mean,11,0.175267
12,highlight,11,0.175968
0,median,11,1.59724
0,mean,11,0.175957
0,highlight,11,0.174882
5,median,11,1.54985
5,mean,11,0.173734
5,highlight,11,0.173579
13,median,11,6.70903
13,mean,11,0.694691
13,highlight,11,0.695412
15,median,11,6.512
15,mean,11,0.695932
15,highlight,11,0.694764
7,median,11,6.45691
7,mean,11,0.694433
7,highlight,11,0.696341
23,rotate,0,0.119839
23,schear,0,0.117367
17,rotate,0,0.11973
17,schear,0,0.119508
20,rotate,0,0.119602
20,schear,0,0.119649
14,rotate,0,0.0314491
14,schear,0,0.0294012
saltpepper1,rotate,0,0.117728
saltpepper1,schear,0,0.119838
18,rotate,0,0.11955
18,schear,0,0.119526
16,rotate,0,0.119667
16,schear,0,0.133426
4,rotate,0,0.126188
4,schear,0,0.118273
2,rotate,0,0.117573
2,schear,0,0.117298
image,rotate,0,0.117375
image,schear,0,0.11734
3,rotate,0,0.0294423
3,schear,0,0.0294094
8,rotate,0,0.117366
8,schear,0,0.117466
9,rotate,0,0.117478
9,schear,0,0.117908
6,rotate,0,0.117799
6,schear,0,0.117571
24,rotate,0,0.118381
24,schear,0,0.117559
21,rotate,0,0.117598
21,schear,0,0.117517
22,rotate,0,0.117583
22,schear,0,0.117328
1,rotate,0,0.117741
1,schear,0,0.117337
12,rotate,0,0.117809
12,schear,0,0.117784
0,rotate,0,0.117627
0,schear,0,0.122305
5,rotate,0,0.118747
5,schear,0,0.117963
13,rotate,0,0.47361
13,schear,0,0.470466
15,rotate,0,0.472019
15,schear,0,0.47018
7,rotate,0,0.472086
7,schear,0,0.469097
23,median,3,0.0766646
23,mean,3,0.0169009
23,highlight,3,0.0167949
17,median,3,0.0746631
17,mean,3,0.0168997
17,highlight,3,0.0168097
20,median,3,0.0746016
20,mean,3,0.0169848
20,highlight,3,0.0167831
14,median,3,0.0116157
14,mean,3,0.00423638
14,highlight,3,0.00498127
saltpepper1,median,3,0.0739515
saltpepper1,mean,3,0.0168953
saltpepper1,highlight,3,0.0171026
18,median,3,0.0690327
18,mean,3,0.016986
18,highlight,3,0.0169954
16,median,3,0.0656542
16,mean,3,0.0168856
16,highlight,3,0.0169508
4,median,3,0.0735743
4,mean,3,0.0168503
4,highlight,3,0.0171373
